시장,업종구분,종목명,종목코드,시가총액,유통비율,업종코드
K,증권,키움증권,039490,47730 ,52,024
K,일반서비스,AJ네트웍스,095570,1760 ,43,026
K,금융,AK홀딩스,006840,1517 ,33,021
K,금융,BGF,027410,4087 ,30,021
K,유통,BGF리테일,282330,19669 ,47,016
K,금융,BNK금융지주,138930,37888 ,84,021
K,섬유/의류,BYC,001460,2355 ,28,006
K,섬유/의류,BYC우,001465,385 ,,006
K,금융,CJ,001040,42598 ,45,021
K,오락/문화,CJ CGV,079160,8627 ,44,030
K,금융,CJ4우(전환),00104K,5059 ,,021
K,운송/창고,CJ대한통운,000120,19413 ,47,019
K,음식료/담배,CJ씨푸드,011150,1074 ,53,005
K,음식료/담배,CJ씨푸드1우,011155,36 ,,005
K,금융,CJ우,001045,1853 ,,021
K,음식료/담배,CJ제일제당,097950,36055 ,51,005
K,음식료/담배,CJ제일제당 우,097955,1908 ,,005
K,비금속,CR홀딩스,000480,2574 ,13,010
K,금융,CS홀딩스,000590,1067 ,15,021
K,IT 서비스,DB,012030,2877 ,51,029
K,보험,DB손해보험,005830,79933 ,61,025
K,증권,DB증권,016610,3404 ,59,024
K,전기/전자,DB하이텍,000990,19558 ,66,013
K,운송장비/부품,DH오토넥스,000300,1629 ,33,015
K,유통,DI동일,001530,7666 ,72,016
K,기계/장비,DKME,015590,1220 ,77,012
K,화학,DL,000210,9283 ,50,008
K,화학,DL우,000215,389 ,,008
K,건설,DL이앤씨,375500,18612 ,74,018
K,건설,DL이앤씨2우(전환),37550L,666 ,,018
K,건설,DL이앤씨우,37550K,456 ,,018
K,전기/전자,DN오토모티브,007340,12638 ,36,013
K,화학,DRB동일,004840,995 ,27,008
K,금속,DSR,155660,637 ,37,011
K,금속,DSR제강,069730,533 ,48,011
K,화학,DS단석,017860,4598 ,60,008
K,운송장비/부품,DYP,092780,597 ,39,015
K,유통,E1,017940,5255 ,38,016
K,부동산,ESR켄달스퀘어리츠,365550,9205 ,,028
K,섬유/의류,F&F,383220,28577 ,35,006
K,금융,F&F홀딩스,007700,6767 ,8,021
K,오락/문화,GKL,114090,9285 ,49,030
K,금융,GS,078930,44088 ,46,021
K,건설,GS건설,006360,19684 ,75,018
K,유통,GS글로벌,001250,2216 ,49,016
K,유통,GS리테일,007070,13620 ,41,016
K,금융,GS우,078935,753 ,,021
K,금융,GS피앤엘,499790,6306 ,41,021
K,금융,HDC,012630,12576 ,41,021
K,건설,HDC랩스,039570,2365 ,25,018
K,화학,HDC현대EP,089470,1263 ,32,008
K,건설,HDC현대산업개발,294870,16675 ,53,018
K,금융,HD한국조선해양,009540,248060 ,63,021
K,금융,HD현대,267250,96293 ,52,021
K,기계/장비,HD현대건설기계,267270,12240 ,57,012
K,일반서비스,HD현대마린솔루션,443060,89569 ,31,026
K,기계/장비,HD현대마린엔진,071970,15604 ,64,012
K,운송장비/부품,HD현대미포,010620,73494 ,57,015
K,전기/전자,HD현대에너지솔루션,322000,5398 ,45,013
K,기계/장비,HD현대인프라코어,042670,19548 ,63,012
K,전기/전자,HD현대일렉트릭,267260,155003 ,60,013
K,운송장비/부품,HD현대중공업,329180,379505 ,25,015
K,건설,HJ중공업,097230,6104 ,37,018
K,건설,HL D&I,014790,1028 ,51,018
K,유통,HLB글로벌,003580,1525 ,94,016
K,운송장비/부품,HL만도,204320,15543 ,68,015
K,금융,HL홀딩스,060980,3762 ,62,021
K,운송/창고,HMM,011200,248060 ,64,019
K,일반서비스,HS애드,035000,1284 ,62,026
K,건설,HS화성,002460,1097 ,67,018
K,금융,HS효성,487570,2291 ,41,021
K,화학,HS효성첨단소재,298050,8687 ,52,008
K,오락/문화,IHQ,003560,762 ,52,030
K,금융,iM금융지주,139130,19202 ,84,021
K,일반서비스,INVENI,015360,3222 ,30,026
K,금융,JB금융지주,175330,38782 ,81,021
K,제약,JW생명과학,234080,1924 ,54,009
K,제약,JW중외제약,001060,5449 ,54,009
K,제약,JW중외제약2우B,001067,137 ,,009
K,제약,JW중외제약우,001065,103 ,,009
K,금융,JW홀딩스,096760,3060 ,42,021
K,금융,KB금융,105560,404350 ,79,021
K,금융,KB발해인프라,415640,9938 ,,021
K,부동산,KB스타리츠,432320,3981 ,,028
K,화학,KCC,002380,27992 ,47,008
K,비금속,KCC글라스,344820,5103 ,56,010
K,운송/창고,KCTC,009070,1242 ,76,019
K,금융,KC그린홀딩스,009440,176 ,60,021
K,기계/장비,KC코트렐,119650,1008 ,99,012
K,전기/전자,KEC,092220,1606 ,68,013
K,운송장비/부품,KG모빌리티,003620,6861 ,45,015
K,금속,KG스틸,016380,6241 ,38,011
K,화학,KG케미칼,001390,3095 ,47,008
K,전기/전자,KH 필룩스,033180,1382 ,53,013
K,금속,KISCO홀딩스,001940,3686 ,33,011
K,화학,KPX케미칼,025000,2311 ,33,008
K,화학,KPX홀딩스,092230,2843 ,18,008
K,운송장비/부품,KR모터스,000040,265 ,52,015
K,운송/창고,KSS해운,044450,2316 ,55,019
K,통신,KT,030200,130043 ,59,020
K,음식료/담배,KT&G,033780,150381 ,76,005
K,IT 서비스,KTcs,058850,1214 ,58,029
K,IT 서비스,KTis,058860,1018 ,58,029
K,섬유/의류,LF,093050,5079 ,37,006
K,금융,LG,003550,117624 ,54,021
K,전기/전자,LG디스플레이,034220,44200 ,55,013
K,화학,LG생활건강,051900,52243 ,59,008
K,화학,LG생활건강우,051905,2864 ,,008
K,IT 서비스,LG씨엔에스,064400,61910 ,28,029
K,전기/전자,LG에너지솔루션,373220,692640 ,17,013
K,금융,LG우,003555,1837 ,,021
K,통신,LG유플러스,032640,57283 ,60,020
K,전기/전자,LG이노텍,011070,34152 ,59,013
K,전기/전자,LG전자,066570,118154 ,64,013
K,전기/전자,LG전자우,066575,6256 ,,013
K,오락/문화,LG헬로비전,037560,2048 ,40,030
K,화학,LG화학,051910,147185 ,65,008
K,화학,LG화학우,051915,8212 ,,008
K,금속,LIG넥스원,079550,115720 ,60,011
K,금융,LS,006260,55674 ,52,021
K,전기/전자,LS ELECTRIC,010120,77400 ,50,013
K,유통,LS네트웍스,000680,2935 ,18,016
K,금융,LS에코에너지,229640,10443 ,29,021
K,전기/전자,LX세미콘,108320,9759 ,66,013
K,유통,LX인터내셔널,001120,11260 ,66,016
K,화학,LX하우시스,108670,2879 ,66,008
K,화학,LX하우시스우,108675,192 ,,008
K,금융,LX홀딩스,383800,6911 ,56,021
K,금융,LX홀딩스1우,38380K,132 ,,021
K,음식료/담배,MH에탄올,023150,390 ,43,005
K,IT 서비스,NAVER,035420,317666 ,85,029
K,IT 서비스,NHN,181710,9640 ,37,029
K,부동산,NH올원리츠,400760,1547 ,,028
K,증권,NH투자증권,005940,59178 ,39,024
K,증권,NH투자증권우,005945,2999 ,,024
K,부동산,NH프라임리츠,338100,835 ,,028
K,일반서비스,NICE,034310,4545 ,43,026
K,IT 서비스,NICE평가정보,030190,8492 ,53,029
K,금속,NI스틸,008260,1083 ,39,011
K,화학,NPC,004250,1678 ,31,008
K,화학,NPC우,004255,138 ,,008
K,화학,OCI,456040,5112 ,53,008
K,금융,OCI홀딩스,010060,14582 ,68,021
K,화학,PI첨단소재,178920,5227 ,45,008
K,화학,PKC,001340,2502 ,55,008
K,금속,POSCO홀딩스,005490,213663 ,81,011
K,화학,S-Oil,010950,71715 ,36,008
K,화학,S-Oil우,010955,1661 ,,008
K,오락/문화,SBS,034120,5074 ,63,030
K,화학,SB성보,003080,539 ,49,008
K,전기/가스,SGC에너지,005090,3602 ,45,017
K,운송장비/부품,SG글로벌,001380,794 ,41,015
K,유통,SG세계물산,004060,680 ,47,016
K,금속,SHD,001770,217 ,49,011
K,화학,SH에너지화학,002360,579 ,66,008
K,금속,SIMPAC,009160,3258 ,22,011
K,운송장비/부품,SJG세종,033530,1260 ,53,015
K,운송장비/부품,SJM,123700,533 ,47,015
K,유통,SJM홀딩스,025530,556 ,29,016
K,금융,SK,034730,138190 ,49,021
K,화학,SKC,011790,34801 ,49,008
K,유통,SK가스,018670,20478 ,24,016
K,유통,SK네트웍스,001740,9570 ,42,016
K,금융,SK디스커버리,006120,9578 ,43,021
K,금융,SK디스커버리우,006125,532 ,,021
K,부동산,SK디앤디,210980,1858 ,37,028
K,부동산,SK리츠,395400,12746 ,,028
K,제약,SK바이오사이언스,302440,35149 ,31,009
K,일반서비스,SK바이오팜,326030,70717 ,35,026
K,금융,SK스퀘어,402340,183967 ,67,021
K,전기/전자,SK아이이테크놀로지,361610,16256 ,37,013
K,금속,SK오션플랜트,100090,12046 ,62,011
K,금융,SK우,03473K,897 ,,021
K,화학,SK이노베이션,096770,139858 ,37,008
K,화학,SK이노베이션우,096775,818 ,,008
K,건설,SK이터닉스,475150,7679 ,46,018
K,증권,SK증권,001510,3025 ,67,024
K,증권,SK증권우,001515,87 ,,024
K,화학,SK케미칼,285130,10231 ,57,008
K,화학,SK케미칼우,28513K,566 ,,008
K,통신,SK텔레콤,017670,117275 ,60,020
K,전기/전자,SK하이닉스,000660,1714446 ,74,013
K,운송장비/부품,SNT다이내믹스,003570,18189 ,25,015
K,운송장비/부품,SNT모티브,064960,7856 ,43,015
K,기계/장비,SNT에너지,100840,8676 ,30,012
K,금융,SNT홀딩스,036530,8869 ,24,021
K,음식료/담배,SPC삼립,005610,4815 ,20,005
K,유통,STX,011810,1104 ,61,016
K,운송/창고,STX그린로지스,465770,824 ,53,019
K,기계/장비,STX엔진,077970,9896 ,29,012
K,종이/목재,SUN&L,002820,369 ,48,007
K,섬유/의류,TBH글로벌,084870,261 ,49,006
K,금속,TCC스틸,002710,4299 ,69,011
K,화학,TKG휴켐스,069260,6622 ,50,008
K,섬유/의류,TP,007980,792 ,58,006
K,기계/장비,TYM,002900,2271 ,58,012
K,화학,WISCOM,024070,313 ,47,008
K,IT 서비스,YG PLUS,037270,4155 ,66,029
K,전기/전자,가온전선,000500,10902 ,18,013
K,화학,강남제비스코,000860,1651 ,49,008
K,오락/문화,강원랜드,035250,37183 ,57,030
K,오락/문화,갤럭시아에스엠,011420,711 ,58,030
K,화학,경농,002100,1980 ,23,008
K,전기/전자,경동나비엔,009450,10285 ,41,013
K,전기/가스,경동도시가스,267290,1171 ,48,017
K,금융,경동인베스트,012320,1488 ,39,021
K,유통,경방,000050,2262 ,33,016
K,제약,경보제약,214390,1210 ,38,009
K,화학,경인양행,012610,1444 ,64,008
K,전기/전자,경인전자,009140,319 ,32,013
K,건설,계룡건설,013580,1871 ,60,018
K,기계/장비,계양전기,012200,393 ,54,012
K,기계/장비,계양전기우,012205,42 ,,012
K,음식료/담배,고려산업,002140,777 ,51,005
K,금속,고려아연,010130,163142 ,46,011
K,금속,고려제강,002240,4955 ,32,011
K,제약,광동제약,009290,3009 ,56,009
K,전기/전자,광명전기,017040,886 ,85,013
K,전기/전자,광전자,017900,1128 ,33,013
K,유통,광주신세계,037710,2304 ,33,016
K,증권,교보증권,030610,9242 ,14,024
K,유통,교촌에프앤비,339770,2668 ,29,016
K,화학,국도화학,007690,3200 ,57,008
K,운송/창고,국보,001140,335 ,72,019
K,제약,국제약품,002720,1008 ,58,009
K,화학,그린케미칼,083420,2105 ,37,008
K,화학,극동유화,014530,1409 ,55,008
K,금속,금강공업,014280,1337 ,52,011
K,금속,금강공업우,014285,41 ,,011
K,비금속,금비,008870,591 ,24,010
K,화학,금양,001570,6333 ,73,008
K,건설,금호건설,002990,1228 ,49,018
K,건설,금호건설우,002995,35 ,,018
K,화학,금호석유화학,011780,30984 ,57,008
K,화학,금호석유화학우,011785,1720 ,,008
K,운송장비/부품,금호에이치티,214330,1399 ,55,015
K,전기/전자,금호전기,001210,692 ,63,013
K,화학,금호타이어,073240,12568 ,35,008
K,기계/장비,기신정기,092440,745 ,28,012
K,운송장비/부품,기아,000270,386538 ,59,015
K,은행,기업은행,024110,135243 ,31,#N/A
K,건설,까뮤이앤씨,013700,667 ,46,018
K,종이/목재,깨끗한나라,004540,804 ,60,007
K,종이/목재,깨끗한나라우,004545,43 ,,007
K,건설,남광토건,001260,1088 ,37,018
K,금속,남선알미늄,008350,1613 ,69,011
K,금속,남선알미우,008355,40 ,,011
K,유통,남성,004270,395 ,49,016
K,음식료/담배,남양유업,003920,4231 ,34,005
K,음식료/담배,남양유업우,003925,888 ,,005
K,화학,남해화학,025860,3964 ,40,008
K,화학,넥센,005720,3223 ,30,008
K,화학,넥센우,005725,144 ,,008
K,화학,넥센타이어,002350,6016 ,30,008
K,화학,넥센타이어1우B,002355,201 ,,008
K,금속,넥스틸,092790,3796 ,37,011
K,IT 서비스,넷마블,251270,49939 ,36,029
K,화학,노루페인트,090350,1854 ,48,008
K,화학,노루페인트우,090355,71 ,,008
K,금융,노루홀딩스,000320,2811 ,30,021
K,금융,노루홀딩스우,000325,85 ,,021
K,제약,녹십자,006280,15566 ,46,009
K,일반서비스,녹십자홀딩스,005250,7774 ,46,026
K,일반서비스,녹십자홀딩스2우,005257,439 ,,026
K,음식료/담배,농심,004370,23844 ,50,005
K,금융,농심홀딩스,072710,3812 ,33,021
K,금속,다스코,058730,612 ,58,011
K,증권,다올투자증권,030210,2302 ,72,024
K,IT 서비스,다우기술,023590,13505 ,48,029
K,기계/장비,다이나믹디자인,145210,329 ,77,012
K,화학,달바글로벌,483650,19951 ,46,008
K,일반서비스,대교,019680,2058 ,12,026
K,일반서비스,대교우B,019685,263 ,,026
K,유통,대구백화점,006370,820 ,47,016
K,금융,대덕,008060,2637 ,55,021
K,금융,대덕1우,00806K,101 ,,021
K,전기/전자,대덕전자,353200,7704 ,67,013
K,전기/전자,대덕전자1우,35320K,164 ,,013
K,기계/장비,대동,000490,2748 ,63,012
K,전기/전자,대동전자,008110,1578 ,6,013
K,비금속,대림바스,005750,679 ,48,010
K,금속,대림통상,006570,414 ,30,011
K,음식료/담배,대상,001680,7519 ,56,005
K,음식료/담배,대상우,001685,231 ,,005
K,금융,대상홀딩스,084690,3893 ,32,021
K,금융,대상홀딩스우,084695,144 ,,021
K,유통,대성산업,128820,2011 ,40,016
K,전기/가스,대성에너지,117580,2797 ,26,017
K,일반서비스,대성홀딩스,016710,1677 ,27,026
K,증권,대신증권,003540,12516 ,51,024
K,증권,대신증권2우B,003547,1764 ,,024
K,증권,대신증권우,003545,4971 ,,024
K,금속,대양금속,009190,745 ,76,011
K,종이/목재,대영포장,014160,1275 ,37,007
K,건설,대우건설,047040,18059 ,47,018
K,제약,대웅,003090,14768 ,32,009
K,제약,대웅제약,069620,18342 ,37,009
K,운송장비/부품,대원강업,000430,2334 ,59,015
K,전기/전자,대원전선,006340,2253 ,69,013
K,전기/전자,대원전선우,006345,106 ,,013
K,제약,대원제약,003220,3070 ,57,009
K,화학,대원화성,024890,375 ,51,008
K,운송장비/부품,대유에이텍,002880,464 ,54,015
K,금속,대창,012800,1275 ,51,011
K,운송장비/부품,대창단조,015230,1689 ,42,015
K,섬유/의류,대한방직,001070,379 ,36,006
K,화학,대한유화,006650,5434 ,53,008
K,전기/전자,대한전선,001440,29720 ,57,013
K,금속,대한제강,084010,3992 ,21,011
K,음식료/담배,대한제당,001790,2637 ,46,005
K,음식료/담배,대한제당우,001795,160 ,,005
K,음식료/담배,대한제분,001130,2618 ,49,005
K,운송/창고,대한항공,003490,78983 ,66,019
K,운송/창고,대한항공우,003495,252 ,,019
K,운송/창고,대한해운,005880,5797 ,50,019
K,화학,대한화섬,003830,1956 ,20,008
K,섬유/의류,대현,016090,853 ,52,006
K,금속,대호에이엘,069460,1271 ,85,011
K,유통,더본코리아,475560,4207 ,24,016
K,IT 서비스,더블유게임즈,192080,10855 ,48,029
K,IT 서비스,더존비즈온,012510,18230 ,69,029
K,화학,덕성,004830,977 ,70,008
K,화학,덕성우,004835,119 ,,008
K,의료/정밀기기,덴티움,145720,7416 ,58,014
K,일반서비스,도화엔지니어링,002150,2306 ,57,026
K,금속,동국씨엠,460850,1943 ,66,011
K,금속,동국제강,460860,4738 ,66,011
K,금융,동국홀딩스,001230,2598 ,34,021
K,화학,동남합성,023450,1199 ,36,008
K,운송/창고,동방,004140,1302 ,76,019
K,화학,동방아그로,007590,858 ,53,008
K,건설,동부건설,005960,1221 ,43,018
K,건설,동부건설우,005965,45 ,,018
K,유통,동서,026960,26470 ,30,016
K,제약,동성제약,002210,740 ,77,009
K,화학,동성케미컬,102260,2163 ,55,008
K,금융,동아쏘시오홀딩스,000640,7818 ,47,021
K,제약,동아에스티,170900,4396 ,50,009
K,건설,동아지질,028100,2188 ,44,018
K,비금속,동양,001520,1523 ,47,010
K,비금속,동양2우B,001527,27 ,,010
K,운송/창고,동양고속,084670,218 ,42,019
K,보험,동양생명,082640,10617 ,21,025
K,비금속,동양우,001525,26 ,,010
K,금속,동양철관,008970,2325 ,74,011
K,음식료/담배,동원F&B,049770,7786 ,25,005
K,운송장비/부품,동원금속,018500,603 ,75,015
K,금융,동원산업,006040,18346 ,12,021
K,소형주,동원수산,030720,279 ,75,004
K,화학,동원시스템즈,014820,8857 ,16,008
K,화학,동원시스템즈우,014825,47 ,,008
K,섬유/의류,동인기연,111380,913 ,26,006
K,화학,동일고무벨트,163560,1041 ,30,008
K,금속,동일산업,004890,1134 ,40,011
K,금속,동일제강,002690,326 ,36,011
K,제약,동화약품,000020,1824 ,61,009
K,금융,두산,000150,94021 ,42,021
K,금융,두산2우B,000157,4867 ,,021
K,기계/장비,두산로보틱스,454910,32864 ,30,012
K,기계/장비,두산밥캣,241560,48503 ,51,012
K,기계/장비,두산에너빌리티,034020,349746 ,68,012
K,금융,두산우,000155,17544 ,,021
K,전기/전자,두산퓨얼셀,336260,12149 ,61,013
K,전기/전자,두산퓨얼셀1우,33626K,684 ,,013
K,전기/전자,두산퓨얼셀2우B,33626L,248 ,,013
K,운송장비/부품,두올,016740,1036 ,48,015
K,전기/전자,드림텍,192650,4127 ,57,013
K,금속,디씨엠,024090,1563 ,30,011
K,의료/정밀기기,디아이,003160,4582 ,62,014
K,운송장비/부품,디아이씨,092200,1746 ,58,015
K,부동산,디앤디플랫폼리츠,377190,2829 ,,028
K,금융,디와이,013570,1178 ,56,021
K,운송장비/부품,디와이덕양,024900,878 ,56,015
K,기계/장비,디와이파워,210540,1398 ,61,012
K,일반서비스,롯데관광개발,032350,10258 ,62,026
K,일반서비스,롯데렌탈,089860,12200 ,35,026
K,부동산,롯데리츠,330590,10952 ,,028
K,보험,롯데손해보험,000400,5273 ,21,025
K,유통,롯데쇼핑,023530,20962 ,39,016
K,전기/전자,롯데에너지머티리얼즈,020150,12044 ,41,013
K,음식료/담배,롯데웰푸드,280360,11193 ,24,005
K,IT 서비스,롯데이노베이트,286940,2926 ,33,029
K,화학,롯데정밀화학,004000,9843 ,55,008
K,금융,롯데지주,004990,30633 ,27,021
K,금융,롯데지주우,00499K,283 ,,021
K,음식료/담배,롯데칠성,005300,11023 ,37,005
K,음식료/담배,롯데칠성우,005305,549 ,,005
K,화학,롯데케미칼,011170,27590 ,44,008
K,유통,롯데하이마트,071840,1882 ,32,016
K,음식료/담배,마니커,027740,591 ,67,005
K,부동산,마스턴프리미어리츠,357430,446 ,,028
K,금속,만호제강,001080,1152 ,53,011
K,금융,맥쿼리인프라,088980,56082 ,,021
K,,맵스리얼티1,094800,4066 ,,001
K,금융,메리츠금융지주,138040,198196 ,40,021
K,섬유/의류,메타랩스,090370,349 ,44,006
K,유통,메타케어,118000,572 ,65,016
K,제약,명문제약,017180,573 ,77,009
K,운송장비/부품,명신산업,009900,4308 ,54,015
K,종이/목재,모나리자,012690,1011 ,48,007
K,유통,모나미,005360,405 ,71,016
K,일반서비스,모나용평,070960,2566 ,52,026
K,운송장비/부품,모토닉,009680,2973 ,31,015
K,종이/목재,무림P&P,009580,1784 ,33,007
K,종이/목재,무림페이퍼,009200,897 ,48,007
K,음식료/담배,무학,033920,2311 ,31,005
K,금속,문배철강,008420,477 ,53,011
K,의료/정밀기기,미래산업,025560,466 ,84,014
K,IT 서비스,미래아이앤지,007120,306 ,72,029
K,부동산,미래에셋글로벌리츠,396690,1046 ,,028
K,부동산,미래에셋맵스리츠,357250,677 ,,028
K,보험,미래에셋생명,085620,11612 ,14,025
K,증권,미래에셋증권,006800,108702 ,44,024
K,증권,미래에셋증권2우B,00680K,10890 ,,024
K,증권,미래에셋증권우,006805,1156 ,,024
K,유통,미스토홀딩스,081660,20282 ,56,016
K,화학,미원상사,002840,8450 ,22,008
K,화학,미원에스씨,268280,7640 ,13,008
K,금융,미원홀딩스,107590,1798 ,23,021
K,화학,미원화학,134380,1759 ,24,008
K,화학,미창석유,003650,1981 ,46,008
K,제약,바이오노트,377740,5235 ,25,009
K,섬유/의류,방림,003610,1719 ,38,006
K,화학,백산,035150,3049 ,41,008
K,건설,범양건영,002410,532 ,77,018
K,비금속,벽산,007210,1561 ,55,010
K,화학,보락,002760,646 ,66,008
K,제약,보령,003850,7300 ,33,009
K,음식료/담배,보해양조,000890,703 ,75,005
K,제약,부광약품,003000,2738 ,88,009
K,증권,부국증권,001270,4376 ,23,024
K,증권,부국증권우,001275,779 ,,024
K,금속,부국철강,026940,468 ,48,011
K,비금속,부산산업,011390,1191 ,48,010
K,운송장비/부품,부산주공,005030,383 ,80,015
K,섬유/의류,비비안,002070,291 ,83,006
K,오락/문화,비상교육,100220,933 ,39,030
K,전기/전자,비에이치,090460,4367 ,68,013
K,음식료/담배,빙그레,005180,8017 ,50,005
K,음식료/담배,사조대림,003960,3803 ,26,005
K,음식료/담배,사조동아원,008040,1671 ,39,005
K,음식료/담배,사조산업,007160,3150 ,32,005
K,음식료/담배,사조씨푸드,014710,1212 ,20,005
K,음식료/담배,사조오양,006090,884 ,24,005
K,전기/전자,산일전기,062040,21129 ,39,013
K,건설,삼부토건,001470,797 ,96,018
K,일반서비스,삼성E&A,028050,45276 ,79,026
K,부동산,삼성FN리츠,448730,4170 ,,028
K,전기/전자,삼성SDI,006400,138688 ,75,013
K,전기/전자,삼성SDI우,006405,1634 ,,013
K,운송장비/부품,삼성공조,006660,1203 ,44,015
K,유통,삼성물산,028260,281991 ,58,016
K,유통,삼성물산우B,02826K,1824 ,,016
K,제약,삼성바이오로직스,207940,725263 ,25,009
K,보험,삼성생명,032830,249600 ,45,025
K,IT 서비스,삼성에스디에스,018260,106162 ,50,029
K,전기/전자,삼성전기,009150,95160 ,73,013
K,전기/전자,삼성전기우,009155,1695 ,,013
K,전기/전자,삼성전자,005930,3451149 ,75,013
K,전기/전자,삼성전자우,005935,387588 ,,013
K,제약,삼성제약,001360,1788 ,89,009
K,운송장비/부품,삼성중공업,010140,155672 ,75,015
K,증권,삼성증권,016360,57599 ,69,024
K,오락/문화,삼성출판사,068290,1700 ,39,030
