시장,업종구분,종목명,종목코드,시가총액,유통비율,업종코드
K,금융,삼성카드,029780,57003 ,20,021
K,보험,삼성화재,000810,200839 ,67,025
K,보험,삼성화재우,000815,9841 ,,025
K,금속,삼아알미늄,006110,2773 ,45,011
K,음식료/담배,삼양사,145990,5476 ,29,005
K,음식료/담배,삼양사우,145995,130 ,,005
K,음식료/담배,삼양식품,003230,90095 ,54,005
K,섬유/의류,삼양통상,002170,1626 ,30,006
K,화학,삼양패키징,272550,2054 ,36,008
K,금융,삼양홀딩스,000070,7482 ,45,021
K,금융,삼양홀딩스우,000075,150 ,,021
K,화학,삼영,003720,1295 ,71,008
K,유통,삼영무역,002810,2899 ,50,016
K,전기/전자,삼영전자,005680,2306 ,42,013
K,운송장비/부품,삼원강재,023000,1016 ,37,015
K,기계/장비,삼익THK,004380,2092 ,31,012
K,제조,삼익악기,002450,1169 ,38,027
K,비금속,삼일씨엔에스,004440,646 ,40,010
K,제약,삼일제약,000520,2269 ,71,009
K,종이/목재,삼정펄프,009770,754 ,25,007
K,제약,삼진제약,005500,2711 ,73,009
K,전기/가스,삼천리,004690,5442 ,45,017
K,건설,삼호개발,010960,899 ,56,018
K,금속,삼화왕관,004450,776 ,30,011
K,전기/전자,삼화전기,009470,1825 ,74,013
K,전기/전자,삼화전자,011230,774 ,57,013
K,전기/전자,삼화콘덴서,001820,2677 ,70,013
K,화학,삼화페인트,000390,1670 ,63,008
K,증권,상상인증권,001290,735 ,32,024
K,운송장비/부품,상신브레이크,041650,636 ,44,015
K,운송장비/부품,새론오토모티브,075180,636 ,34,015
K,금융,샘표,007540,1330 ,21,021
K,음식료/담배,샘표식품,248170,1213 ,40,005
K,금융,서연,007860,2247 ,45,021
K,운송장비/부품,서연이화,200880,3243 ,42,015
K,전기/가스,서울가스,017390,2975 ,26,017
K,보험,서울보증보험,031210,28557 ,14,025
K,음식료/담배,서울식품,004410,603 ,83,005
K,음식료/담배,서울식품우,004415,27 ,,005
K,금속,서원,021050,624 ,62,011
K,화학,서흥,008490,2137 ,43,008
K,전기/전자,선도전기,007610,540 ,68,013
K,음식료/담배,선진,136490,2437 ,49,005
K,전기/전자,성문전자,014910,265 ,68,013
K,전기/전자,성문전자우,014915,28 ,,013
K,비금속,성신양회,004980,2229 ,62,010
K,비금속,성신양회우,004985,89 ,,010
K,섬유/의류,성안머티리얼스,011300,750 ,70,006
K,일반서비스,성창기업지주,000180,1173 ,61,026
K,유통,세기상사,002420,359 ,46,016
K,운송/창고,세방,004360,2786 ,48,019
K,운송/창고,세방우,004365,338 ,,019
K,전기/전자,세방전지,004490,9492 ,54,013
K,금속,세아베스틸지주,001430,8194 ,37,011
K,금속,세아제강,306200,4467 ,35,011
K,금융,세아제강지주,003030,9257 ,32,021
K,금속,세아특수강,019440,1212 ,27,011
K,금속,세아홀딩스,058650,4032 ,16,011
K,유통,세우글로벌,013000,346 ,64,016
K,금속,세원이앤씨,091090,670 ,77,011
K,운송장비/부품,세원정공,021820,1121 ,52,015
K,유통,세이브존I&C,067830,1106 ,39,016
K,운송장비/부품,세진중공업,075580,6737 ,40,015
K,제약,셀트리온,068270,357661 ,66,009
K,전기/전자,솔루스첨단소재,336370,5961 ,46,013
K,전기/전자,솔루스첨단소재1우,33637K,277 ,,013
K,전기/전자,솔루스첨단소재2우B,33637L,154 ,,013
K,전기/전자,솔루엠,248070,7248 ,81,013
K,화학,송원산업,004430,2957 ,64,008
K,기계/장비,수산세보틱스,017550,1156 ,47,012
K,건설,수산인더스트리,126720,3714 ,27,018
K,오락/문화,스카이라이프,053210,2281 ,48,030
K,부동산,스타에스엠리츠,204210,159 ,,028
K,금융,스틱인베스트먼트,026890,4401 ,67,021
K,제조,시디즈,134790,615 ,25,027
K,IT 서비스,시프트업,462870,32977 ,56,029
K,종이/목재,신대양제지,016590,5231 ,16,007
K,전기/전자,신도리코,029530,4889 ,36,013
K,소형주,신라교역,004970,1576 ,33,004
K,전기/전자,신성이엔지,011930,3071 ,78,013
K,유통,신성통상,005390,5856 ,16,016
K,유통,신세계,004170,16541 ,61,016
K,IT 서비스,신세계 I&C,035510,2010 ,50,029
K,유통,신세계인터내셔날,031430,3789 ,43,016
K,일반서비스,신세계푸드,031440,1367 ,44,026
K,유통,신송홀딩스,006880,970 ,33,016
K,섬유/의류,신영와코루,005800,1133 ,51,006
K,증권,신영증권,001720,19070 ,25,024
K,섬유/의류,신원,009270,1955 ,50,006
K,유통,신일전자,002700,1061 ,81,016
K,유통,신풍,002870,410 ,45,016
K,제약,신풍제약,019170,5457 ,61,009
K,제약,신풍제약우,019175,675 ,,009
K,금융,신한글로벌액티브리츠,481850,669 ,,021
K,부동산,신한서부티엔디리츠,404990,1877 ,,028
K,부동산,신한알파리츠,293940,6676 ,,028
K,금융,신한지주,055550,292547 ,77,021
K,유통,신흥,004080,1383 ,19,016
K,섬유/의류,쌍방울,102280,706 ,87,006
K,전기/전자,써니전자,004770,620 ,93,013
K,일반서비스,쏘카,403550,4444 ,53,026
K,전기/전자,씨아이테크,004920,700 ,77,013
K,금속,씨에스윈드,112610,20601 ,56,011
K,건설,씨케이솔루션,480370,1182 ,35,018
K,운송장비/부품,씨티알모빌리티,308170,556 ,51,015
K,전기/전자,아남전자,008700,1138 ,66,013
K,화학,아모레퍼시픽,090430,77386 ,49,008
K,화학,아모레퍼시픽우,090435,4630 ,,008
K,화학,아모레퍼시픽홀딩스,002790,22169 ,31,008
K,화학,아모레퍼시픽홀딩스3우C,00279K,1514 ,,008
K,화학,아모레퍼시픽홀딩스우,002795,758 ,,008
K,일반서비스,아세아,002030,6284 ,33,026
K,비금속,아세아시멘트,183190,4470 ,33,010
K,종이/목재,아세아제지,002310,3310 ,40,007
K,오락/문화,아센디오,012170,426 ,89,030
K,IT 서비스,아시아나IDT,267850,1283 ,23,029
K,운송/창고,아시아나항공,020560,19693 ,36,019
K,유통,아이마켓코리아,122900,2751 ,51,016
K,비금속,아이에스동서,010780,7018 ,42,010
K,IT 서비스,아이티센씨티에스,031820,787 ,74,029
K,금속,아주스틸,139990,1624 ,69,011
K,운송장비/부품,아진전자부품,009320,513 ,61,015
K,금속,알루코,001780,2276 ,53,011
K,화학,애경산업,018250,4043 ,30,008
K,화학,애경케미칼,161000,4914 ,36,008
K,제조,에넥스,011090,395 ,71,027
K,의료/정밀기기,에스디바이오센서,137310,13916 ,26,014
K,운송장비/부품,에스엘,005850,14422 ,36,015
K,운송장비/부품,에스엠벡셀,010580,1859 ,13,015
K,일반서비스,에스원,012750,26295 ,63,026
K,건설,에쓰씨엔지니어링,023960,441 ,85,018
K,운송/창고,에어부산,298690,2449 ,58,019
K,부동산,에이리츠,140910,140 ,,028
K,화학,에이블씨엔씨,078520,1857 ,35,008
K,전기/전자,에이엔피,015260,185 ,46,013
K,금속,에이프로젠,007460,2145 ,55,011
K,제약,에이프로젠바이오로직스,003060,1309 ,42,009
K,금융,에이플러스에셋,244920,1393 ,64,021
K,화학,에이피알,278470,49576 ,63,008
K,전기/전자,에코프로머티,450080,30421 ,48,013
K,전기/전자,엑시큐어하이트론,019490,549 ,78,013
K,IT 서비스,엔씨소프트,036570,38025 ,77,029
K,금속,엔케이,085310,658 ,68,011
K,,엘브이엠씨홀딩스,900140,3660 ,52,001
K,전기/전자,엘앤에프,066970,18013 ,68,013
K,전기/전자,엠씨넥스,097520,4863 ,61,013
K,기계/장비,엠앤씨솔루션,484870,12047 ,25,012
K,화학,영보화학,014440,897 ,46,008
K,유통,영원무역,111770,26277 ,45,016
K,금융,영원무역홀딩스,009970,17778 ,39,021
K,제약,영진약품,003520,3978 ,47,009
K,금속,영풍,000670,7978 ,40,011
K,종이/목재,영풍제지,006740,619 ,79,007
K,운송장비/부품,영화금속,012280,452 ,70,015
K,금속,영흥,012160,526 ,42,011
K,음식료/담배,오뚜기,007310,15831 ,35,005
K,제약,오리엔트바이오,002630,1059 ,64,009
K,음식료/담배,오리온,271560,44043 ,56,005
K,금융,오리온홀딩스,001800,13312 ,32,021
K,유통,온타이드,005320,334 ,65,016
K,전기/전자,와이투솔루션,011690,1101 ,71,013
K,금융,우리금융지주,316140,152603 ,87,021
K,음식료/담배,우성,006980,557 ,44,005
K,기계/장비,우신시스템,017370,1348 ,46,012
K,의료/정밀기기,우진,105840,2113 ,65,014
K,건설,우진아이엔에스,010400,212 ,35,018
K,기계/장비,우진플라임,049800,400 ,59,012
K,일반서비스,웅진,016880,1854 ,68,026
K,일반서비스,웅진씽크빅,095720,2040 ,37,026
K,섬유/의류,원림,005820,357 ,29,006
K,유통,웰바이오텍,010600,496 ,93,016
K,유통,윌비스,008600,320 ,86,016
K,제약,유나이티드제약,033270,3397 ,52,009
K,화학,유니드,014830,5637 ,52,008
K,종이/목재,유니드비티플러스,446070,458 ,46,007
K,비금속,유니온,000910,749 ,59,010
K,비금속,유니온머티리얼,047400,701 ,60,010
K,섬유/의류,유니켐,011330,1452 ,76,006
K,유통,유니퀘스트,077500,1361 ,53,016
K,운송장비/부품,유성기업,002920,524 ,50,015
K,일반서비스,유수홀딩스,000700,1581 ,50,026
K,증권,유안타증권,003470,6976 ,37,024
K,증권,유안타증권우,003475,466 ,,024
K,IT 서비스,유엔젤,072130,659 ,78,029
K,제약,유유제약,000220,778 ,59,009
K,제약,유유제약1우,000225,113 ,,009
K,제약,유유제약2우B,000227,35 ,,009
K,증권,유진투자증권,001200,3415 ,62,024
K,제약,유한양행,000100,85166 ,68,009
K,제약,유한양행우,000105,1143 ,,009
K,증권,유화증권,003460,1559 ,31,024
K,증권,유화증권우,003465,454 ,,024
K,화학,율촌화학,008730,7539 ,43,008
K,종이/목재,이건산업,008250,611 ,58,007
K,금속,이구산업,025820,1612 ,49,011
K,일반서비스,이노션,214320,7496 ,70,026
K,부동산,이리츠코크렙,088260,2866 ,,028
K,유통,이마트,139480,22932 ,68,016
K,화학,이수스페셜티케미컬,457190,12249 ,63,008
K,전기/전자,이수페타시스,007660,32520 ,73,013
K,화학,이수화학,005950,1425 ,69,008
K,부동산,이스타코,015020,342 ,71,028
K,유통,이아이디,093230,3541 ,74,016
K,기계/장비,이엔플러스,074610,375 ,97,012
K,제약,이연제약,102460,2078 ,44,009
K,제조,이월드,084680,2134 ,37,027
K,부동산,이지스레지던스리츠,350520,1552 ,,028
K,부동산,이지스밸류플러스리츠,334890,2500 ,,028
K,유통,이화산업,000760,366 ,27,016
K,섬유/의류,인디에프,014990,879 ,33,006
K,유통,인바이오젠,101140,1274 ,20,016
K,통신,인스코비,006490,2174 ,89,020
K,운송장비/부품,인지컨트롤스,023800,971 ,57,015
K,전기/가스,인천도시가스,034590,1118 ,24,017
K,운송/창고,인터지스,129260,826 ,37,019
K,운송장비/부품,인팩,023810,599 ,48,015
K,제약,일동제약,249420,3440 ,60,009
K,제약,일동홀딩스,000230,786 ,51,009
K,건설,일성건설,013360,1063 ,39,018
K,제약,일성아이에스,003120,2919 ,13,009
K,섬유/의류,일신방직,003200,2457 ,40,006
K,유통,일신석재,007110,2080 ,58,016
K,제약,일양약품,007570,2437 ,67,009
K,제약,일양약품우,007575,62 ,,009
K,섬유/의류,일정실업,008500,166 ,35,006
K,화학,일진다이아,081000,1832 ,47,008
K,전기/전자,일진디스플,020760,379 ,56,013
K,전기/전자,일진전기,103590,15116 ,46,013
K,운송장비/부품,일진하이솔루스,271940,5255 ,29,015
K,금융,일진홀딩스,015860,2551 ,37,021
K,화학,잇츠한불,226320,2851 ,18,008
K,부동산,자이에스앤디,317400,1429 ,43,028
K,전기/전자,자화전자,033240,3029 ,57,013
K,섬유/의류,전방,000950,631 ,51,006
K,기계/장비,전진건설로봇,079900,6756 ,20,012
K,부동산,제이알글로벌리츠,348950,5388 ,,028
K,섬유/의류,제이에스코퍼레이션,194370,3065 ,42,006
K,화학,제이준코스메틱,025620,405 ,75,008
K,일반서비스,제일기획,030000,22778 ,59,026
K,제약,제일약품,271980,1926 ,36,009
K,비금속,제일연마,001560,990 ,16,010
K,일반서비스,제일파마홀딩스,002620,1331 ,22,026
K,은행,제주은행,006220,3712 ,20,#N/A
K,운송/창고,제주항공,089590,5484 ,45,019
K,화학,조광페인트,004910,713 ,42,008
K,섬유/의류,조광피혁,004700,4122 ,22,006
K,화학,조비,001550,811 ,43,008
K,비금속,조선내화,462520,1611 ,19,010
K,금속,조선선재,120030,1279 ,22,011
K,금속,조일알미늄,018470,1992 ,57,011
K,음식료/담배,조흥,002600,946 ,32,005
K,제약,종근당,185750,11801 ,56,009
K,제약,종근당바이오,063160,1289 ,60,009
K,제약,종근당홀딩스,001630,2660 ,47,009
K,전기/전자,주성코퍼레이션,109070,485 ,64,013
K,전기/전자,주연테크,044380,247 ,61,013
K,제조,지누스,013890,3688 ,53,027
K,운송장비/부품,지엠비코리아,013870,763 ,40,015
K,전기/가스,지역난방공사,071320,9136 ,20,017
K,유통,진도,088790,244 ,49,016
K,화학,진양산업,003780,755 ,48,008
K,화학,진양폴리,010640,402 ,49,008
K,화학,진양홀딩스,100250,1819 ,32,008
K,화학,진양화학,051630,438 ,31,008
K,운송/창고,진에어,272450,4740 ,41,019
K,제약,진원생명과학,011000,2318 ,85,009
K,건설,진흥기업,002780,1132 ,51,018
K,건설,진흥기업2우B,002787,23 ,,018
K,건설,진흥기업우B,002785,31 ,,018
K,기계/장비,참엔지니어링,009310,233 ,50,012
K,운송/창고,천일고속,000650,597 ,14,019
K,운송장비/부품,체시스,033250,422 ,63,015
K,IT 서비스,카카오,035720,227510 ,75,029
K,은행,카카오뱅크,323410,132603 ,72,#N/A
K,금융,카카오페이,377300,81355 ,21,021
K,화학,카프로,006380,6185 ,4,008
K,운송장비/부품,케이비아이동국실업,001620,545 ,51,015
K,의료/정밀기기,케이씨,029460,3142 ,42,014
K,의료/정밀기기,케이씨텍,281820,5421 ,40,014
K,유통,케이카,381970,7704 ,27,016
K,부동산,케이탑리츠,145270,462 ,,028
K,부동산,코람코더원리츠,417310,2093 ,,028
K,부동산,코람코라이프인프라리츠,357120,4312 ,,028
K,전기/전자,코리아써우,007815,174 ,,013
K,전기/전자,코리아써키트,007810,2577 ,46,013
K,전기/전자,코리아써키트2우B,00781K,42 ,,013
K,보험,코리안리,003690,19365 ,70,025
K,화학,코스맥스,192820,27125 ,70,008
K,금융,코스맥스비티아이,044820,1617 ,37,021
K,화학,코스모신소재,005070,10891 ,70,008
K,화학,코스모화학,005420,5381 ,67,008
K,제조,코아스,071950,323 ,87,027
K,금융,코오롱,002020,4331 ,48,021
K,화학,코오롱ENP,138490,2546 ,33,008
K,건설,코오롱글로벌,003070,1789 ,23,018
K,건설,코오롱글로벌우,003075,115 ,,018
K,유통,코오롱모빌리티그룹,450140,1394 ,21,016
K,유통,코오롱모빌리티그룹우,45014K,79 ,,016
K,금융,코오롱우,002025,192 ,,021
K,화학,코오롱인더,120110,9109 ,65,008
K,화학,코오롱인더우,120115,603 ,,008
K,일반서비스,코웨이,021240,67379 ,74,026
K,오락/문화,콘텐트리중앙,036420,2352 ,56,030
K,금융,콜마홀딩스,024720,4263 ,51,021
K,금융,쿠쿠홀딩스,192400,10953 ,22,021
K,일반서비스,쿠쿠홈시스,284740,6047 ,29,026
K,음식료/담배,크라운제과,264900,1123 ,34,005
K,음식료/담배,크라운제과우,26490K,79 ,,005
K,금융,크라운해태홀딩스,005740,1139 ,41,021
K,금융,크라운해태홀딩스우,005745,57 ,,021
K,IT 서비스,크래프톤,259960,173679 ,56,029
K,IT 서비스,키다리스튜디오,020120,1360 ,55,029
K,증권,키움증권,039490,47730 ,52,024
K,비금속,태경비케이,014580,1325 ,52,010
K,화학,태경산업,015890,1570 ,38,008
K,화학,태경케미컬,006890,1321 ,41,008
K,화학,태광산업,003240,11390 ,21,008
K,종이/목재,태림포장,011280,1561 ,28,007
K,운송장비/부품,태양금속,004100,985 ,56,015
K,운송장비/부품,태양금속우,004105,123 ,,015
K,건설,태영건설,009410,9055 ,3,018
K,건설,태영건설우,009415,37 ,,018
K,운송장비/부품,태원물산,001420,310 ,53,015
K,화학,테이팩스,055490,656 ,54,008
K,IT 서비스,텔코웨어,078000,1266 ,27,029
K,화학,토니모리,214420,2290 ,46,008
K,전기/전자,티에이치엔,019180,516 ,57,013
K,금융,티와이홀딩스,363280,1543 ,36,021
K,금융,티와이홀딩스우,36328K,59 ,,021
K,운송/창고,티웨이항공,091810,4426 ,66,019
K,비금속,티웨이홀딩스,004870,758 ,53,010
K,오락/문화,파라다이스,034230,12472 ,48,030
K,제약,파미셀,005690,6674 ,90,009
K,음식료/담배,팜스코,036580,984 ,38,005
K,제약,팜젠사이언스,004720,790 ,87,009
K,운송/창고,팬오션,028670,20795 ,45,019
K,금속,퍼스텍,010820,2097 ,55,011
K,제조,퍼시스,016800,5221 ,23,027
K,종이/목재,페이퍼코리아,001020,1281 ,13,007
K,운송장비/부품,평화산업,090080,593 ,44,015
K,운송장비/부품,평화홀딩스,010770,698 ,46,015
K,일반서비스,포스코DX,022100,35576 ,34,026
K,금속,포스코스틸리온,058430,2412 ,43,011
K,유통,포스코인터내셔널,047050,88137 ,26,016
K,전기/전자,포스코퓨처엠,003670,98456 ,37,013
K,음식료/담배,풀무원,017810,4582 ,36,005
K,금속,풍산,103140,29986 ,59,011
K,금융,풍산홀딩스,005810,6228 ,46,021
K,,프레스티지바이오파마,950210,7392 ,48,001
K,유통,플레이그램,009810,554 ,77,016
K,금융,하나금융지주,086790,223508 ,85,021
K,제약,하나제약,293480,2133 ,37,009
K,일반서비스,하나투어,039130,8101 ,71,026
K,오락/문화,하이브,352820,123290 ,52,030
K,금속,하이스틸,071090,843 ,46,011
K,음식료/담배,하이트진로,000080,13992 ,43,005
K,음식료/담배,하이트진로2우B,000087,179 ,,005
K,금융,하이트진로홀딩스,000140,2530 ,26,021
K,금융,하이트진로홀딩스우,000145,64 ,,021
K,,한국ANKOR유전,152550,235 ,,001
K,전기/가스,한국가스공사,036460,35817 ,46,017
K,운송/창고,한국공항,005430,1688 ,37,019
K,금융,한국금융지주,071050,67206 ,73,021
K,금융,한국금융지주우,071055,4839 ,,021
K,비금속,한국내화,010040,992 ,24,010
K,전기/전자,한국단자,025540,6524 ,61,013
K,운송장비/부품,한국무브넥스,010100,1328 ,57,015
K,비금속,한국석유,004090,2178 ,50,010
K,종이/목재,한국수출포장,002200,1212 ,45,007
K,화학,한국쉘석유,002960,5590 ,46,008
K,금융,한국앤컴퍼니,000240,17449 ,52,021
K,금융,한국자산신탁,123890,2998 ,45,021
K,전기/가스,한국전력,015760,176219 ,45,017
K,금융,한국전자홀딩스,006200,365 ,54,021
K,종이/목재,한국제지,027970,1571 ,15,007
K,일반서비스,한국종합기술,023350,609 ,40,026
K,기계/장비,한국주강,025890,214 ,41,012
K,금속,한국주철관,000970,1651 ,45,011
K,금속,한국철강,104700,3579 ,24,011
K,금속,한국카본,017960,12069 ,62,011
K,화학,한국콜마,161890,20843 ,73,008
K,화학,한국타이어앤테크놀로지,161390,48373 ,55,008
K,금융,한국토지신탁,034830,3179 ,49,021
K,금속,한국특강,007280,978 ,42,011
K,운송장비/부품,한국항공우주,047810,95233 ,72,015
K,유통,한국화장품,123690,1149 ,49,016
K,화학,한국화장품제조,003350,2348 ,35,008
K,화학,한농화성,011500,2316 ,51,008
K,제약,한독,002390,1606 ,56,009
K,일반서비스,한미글로벌,053690,1896 ,72,026
K,기계/장비,한미반도체,042700,83861 ,43,012
K,금융,한미사이언스,008930,25784 ,29,021
K,제약,한미약품,128940,38305 ,48,009
K,유통,한샘,009240,10508 ,34,016
K,섬유/의류,한섬,020000,3725 ,55,006
K,음식료/담배,한성기업,003680,315 ,51,005
K,섬유/의류,한세실업,105630,4292 ,32,006
K,유통,한세엠케이,069640,391 ,17,016
K,섬유/의류,한세예스24홀딩스,016450,1652 ,18,006
K,유통,한솔PNS,010420,383 ,15,016
K,운송/창고,한솔로지스틱스,009180,657 ,58,019
K,종이/목재,한솔제지,213500,2059 ,68,007
K,화학,한솔케미칼,014680,16867 ,75,008
K,전기/전자,한솔테크닉스,004710,1670 ,77,013
K,금융,한솔홀딩스,004150,1294 ,65,021
K,종이/목재,한솔홈데코,025750,591 ,76,007
K,건설,한신공영,004960,994 ,63,018
K,기계/장비,한신기계,011700,1192 ,78,012
K,증권,한양증권,001750,2202 ,59,024
K,증권,한양증권우,001755,90 ,,024
K,기계/장비,한온시스템,018880,20465 ,23,012
K,제약,한올바이오파마,009420,13713 ,65,009
K,운송/창고,한익스프레스,014130,422 ,50,019
K,비금속,한일시멘트,300720,12758 ,24,010
K,금속,한일철강,002220,686 ,37,011
K,비금속,한일현대시멘트,006390,3435 ,22,010
K,비금속,한일홀딩스,003300,5525 ,30,010
K,건설,한전KPS,051600,22725 ,48,018
K,일반서비스,한전기술,052690,39787 ,46,026
K,일반서비스,한전산업,130660,4795 ,69,026
K,운송/창고,한진,002320,3004 ,59,019
K,전기/가스,한진중공업홀딩스,003480,1574 ,39,017
K,금융,한진칼,180640,93734 ,68,021
K,금융,한진칼우,18064K,221 ,,021
K,유통,한창,005110,233 ,80,016
K,종이/목재,한창제지,009460,445 ,59,007
K,의료/정밀기기,한컴라이프케어,372910,933 ,63,014
K,화학,한화,000880,66563 ,36,008
K,화학,한화3우B,00088K,7277 ,,008
K,유통,한화갤러리아,452260,2479 ,45,016
K,유통,한화갤러리아우,45226K,69 ,,016
K,부동산,한화리츠,451800,7022 ,,028
K,금융,한화비전,489790,25800 ,65,021
K,보험,한화생명,088350,28705 ,41,025
K,보험,한화손해보험,000370,6432 ,45,025
K,화학,한화솔루션,009830,60850 ,61,008
K,화학,한화솔루션우,009835,747 ,,008
K,전기/전자,한화시스템,272210,102772 ,37,013
K,운송장비/부품,한화에어로스페이스,012450,446949 ,64,015
K,기계/장비,한화엔진,082740,24492 ,67,012
K,운송장비/부품,한화오션,042660,259532 ,33,015
K,화학,한화우,000885,133 ,,008
K,증권,한화투자증권,003530,12894 ,53,024
K,증권,한화투자증권우,003535,422 ,,024
K,전기/전자,해성디에스,195870,4046 ,61,013
K,음식료/담배,해태제과식품,101530,2032 ,28,005
K,운송장비/부품,핸즈코퍼레이션,143210,361 ,35,015
K,건설,현대건설,000720,81958 ,65,018
K,건설,현대건설우,000725,727 ,,018
K,유통,현대그린푸드,453340,5815 ,47,016
K,운송/창고,현대글로비스,086280,88200 ,49,019
K,운송장비/부품,현대로템,064350,203878 ,66,015
K,제조,현대리바트,079430,1643 ,56,027
K,운송장비/부품,현대모비스,012330,262246 ,64,015
K,유통,현대백화점,069960,15840 ,56,016
K,금속,현대비앤지스틸,004560,1876 ,54,011
K,제약,현대약품,004310,1115 ,58,009
K,기계/장비,현대엘리베이터,017800,31978 ,62,012
K,IT 서비스,현대오토에버,307950,39216 ,24,029
K,운송장비/부품,현대위아,011210,12319 ,57,015
K,금속,현대제철,004020,39166 ,62,011
K,금융,현대지에프홀딩스,005440,11989 ,22,021
K,운송장비/부품,현대차,005380,407468 ,66,015
K,운송장비/부품,현대차2우B,005387,53600 ,,015
