시장,업종구분,종목명,종목코드,시가총액,유통비율,업종코드
Q,일반서비스,제이오,418550,2776 ,57,103
Q,화학,제이투케이바이오,420570,598 ,38,119
Q,기계/장비,제이티,089790,441 ,60,123
Q,제약,제일바이오,052670,606 ,67,120
Q,기계/장비,제일엠앤에스,412540,811 ,48,123
Q,전기/전자,제일일렉트릭,199820,2093 ,39,124
Q,금속,제일테크노스,038010,606 ,47,122
Q,전기/전자,제주반도체,080220,4571 ,87,124
Q,제약,제테마,216080,2385 ,70,120
Q,IT 서비스,젝시믹스,337930,1772 ,49,129
Q,제약,젠큐릭스,229000,270 ,81,120
Q,기계/장비,젬백스,082270,28901 ,72,123
Q,기계/장비,조광ILI,044060,701 ,76,123
Q,제약,조아제약,034940,316 ,80,120
Q,IT 서비스,조이시티,067000,1221 ,57,129
Q,섬유/의류,좋은사람들,033340,1281 ,48,116
Q,기계/장비,주성엔지니어링,036930,14677 ,66,123
Q,제약,중앙백신,072020,963 ,62,120
Q,유통,중앙에너비스,000440,1358 ,21,108
Q,전기/전자,중앙첨단소재,051980,2560 ,72,124
Q,일반서비스,지노믹트리,228760,3218 ,82,103
Q,제약,지놈앤컴퍼니,314130,860 ,84,120
Q,일반서비스,지니너스,389030,762 ,68,103
Q,IT 서비스,지니언스,263860,1712 ,55,129
Q,전기/전자,지니틱스,303030,378 ,64,124
Q,유통,지더블유바이텍,036180,539 ,77,108
Q,IT 서비스,지란지교시큐리티,208350,249 ,36,129
Q,일반서비스,지씨셀,144510,3381 ,52,103
Q,일반서비스,지씨지놈,340450,2323 ,,103
Q,일반서비스,지아이이노베이션,358570,13648 ,71,103
Q,기계/장비,지아이텍,382480,848 ,40,123
Q,기계/장비,지앤비에스 에코,382800,1232 ,70,123
Q,IT 서비스,지어소프트,051160,1640 ,64,129
Q,,지에스이,053050,1042 ,54,101
Q,전기/전자,지엔씨에너지,119850,4877 ,58,124
Q,섬유/의류,지엔코,065060,184 ,62,116
Q,유통,지엘팜텍,204840,1000 ,70,108
Q,전기/전자,지오엘리먼트,311320,843 ,27,124
Q,전기/전자,지투파워,388050,2024 ,64,124
Q,음식료/담배,진로발효,018120,1248 ,34,115
Q,일반서비스,진매트릭스,109820,565 ,81,103
Q,유통,진바이오텍,086060,369 ,70,108
Q,기계/장비,진성티이씨,036890,2374 ,52,123
Q,의료/정밀기기,진시스템,363250,643 ,78,125
Q,제약,진양제약,007370,824 ,63,120
Q,화학,진영,285800,400 ,38,119
Q,제약,차바이오텍,085660,6133 ,68,120
Q,일반서비스,차백신연구소,261780,831 ,58,103
Q,일반서비스,차이커뮤니케이션,351870,826 ,30,103
Q,일반서비스,참좋은여행,094850,882 ,53,103
Q,음식료/담배,창해에탄올,004650,909 ,55,115
Q,화학,천보,278280,4100 ,34,119
Q,유통,청담글로벌,362320,1244 ,49,108
Q,음식료/담배,체리부로,066360,384 ,37,115
Q,오락/문화,초록뱀미디어,047820,1203 ,60,141
Q,전기/전자,칩스앤미디어,094360,3580 ,54,124
Q,유통,카스,016920,369 ,59,108
Q,일반서비스,카이노스메드,284620,397 ,76,103
Q,IT 서비스,카카오게임즈,293490,14394 ,45,129
Q,IT 서비스,카티스,140430,500 ,35,129
Q,IT 서비스,카페24,042000,11278 ,76,129
Q,전기/전자,캐리,313760,513 ,78,124
Q,오락/문화,캐리소프트,317530,547 ,43,141
Q,운송장비/부품,캐스텍코리아,071850,403 ,81,126
Q,오락/문화,캔버스엔,210120,1215 ,83,141
Q,전기/전자,캠시스,050110,576 ,80,124
Q,금융,캡스톤파트너스,452300,494 ,66,111
Q,IT 서비스,컨텍,451760,1428 ,68,129
Q,,컬러레이,900310,512 ,54,101
Q,IT 서비스,컴투스,078340,5242 ,59,129
Q,IT 서비스,컴투스홀딩스,063080,2209 ,65,129
Q,금융,컴퍼니케이,307930,958 ,28,111
Q,전기/전자,케스피온,079190,192 ,79,124
Q,일반서비스,케어랩스,263700,638 ,68,103
Q,제약,케어젠,214370,17726 ,26,120
Q,화학,케이디켐,221980,464 ,21,119
Q,유통,케이바이오,038530,317 ,66,108
Q,IT 서비스,케이사인,192250,927 ,62,129
Q,IT 서비스,케이쓰리아이,431190,387 ,49,129
Q,IT 서비스,케이씨에스,115500,1254 ,33,129
Q,IT 서비스,케이씨티,089150,742 ,42,129
Q,음식료/담배,케이씨피드,025880,484 ,65,115
Q,IT 서비스,케이아이엔엑스,093320,4299 ,59,129
Q,전기/전자,케이알엠,093640,1177 ,80,124
Q,기계/장비,케이에스피,073010,1738 ,40,123
Q,운송장비/부품,케이엔더블유,105330,673 ,42,126
Q,기계/장비,케이엔솔,053080,1586 ,47,123
Q,의료/정밀기기,케이엔알시스템,199430,756 ,49,125
Q,기계/장비,케이엔에스,432470,927 ,30,123
Q,전기/전자,케이엔제이,272110,1388 ,73,124
Q,통신,케이엘넷,039420,853 ,57,128
Q,섬유/의류,케이엠,083550,401 ,61,116
Q,전기/전자,케이엠더블유,032500,4392 ,66,124
Q,화학,케이엠제약,225430,167 ,61,119
Q,유통,케이옥션,102370,1110 ,42,108
Q,기계/장비,케이웨더,068100,360 ,50,123
Q,전기/전자,케이이엠텍,106080,557 ,78,124
Q,유통,케이티알파,036030,2206 ,27,108
Q,운송장비/부품,케이프,064820,2006 ,69,126
Q,금속,케이피에프,024880,973 ,58,122
Q,유통,케이피엠테크,042040,528 ,79,108
Q,금속,케이피티유,054410,211 ,43,122
Q,금속,케일럼,258610,456 ,58,122
Q,운송장비/부품,켄코아에어로스페이스,274090,1726 ,72,126
Q,화학,켐트로닉스,089010,3696 ,69,119
Q,화학,켐트로스,220260,1232 ,84,119
Q,IT 서비스,코나아이,052400,10165 ,59,129
Q,IT 서비스,코난테크놀로지,402030,4105 ,61,129
Q,기계/장비,코닉오토메이션,391710,681 ,28,123
Q,운송장비/부품,코다코,046070,1592 ,77,126
Q,섬유/의류,코데즈컴바인,047770,733 ,39,116
Q,화학,코디,080530,677 ,70,119
Q,의료/정밀기기,코렌텍,104540,802 ,80,125
Q,화학,코리아나,027050,956 ,60,119
Q,금융,코리아에셋투자증권,190650,475 ,44,111
Q,운송장비/부품,코리아에프티,123410,1335 ,60,126
Q,전기/전자,코맥스,036690,459 ,51,124
Q,의료/정밀기기,코메론,049430,930 ,63,125
Q,기계/장비,코미코,183300,6935 ,53,123
Q,제약,코미팜,041960,3709 ,59,120
Q,기계/장비,코세스,089890,1194 ,45,123
Q,의료/정밀기기,코셈,360350,463 ,66,125
Q,화학,코스나인,082660,478 ,92,119
Q,음식료/담배,코스맥스엔비티,222040,1031 ,55,115
Q,화학,코스메카코리아,241710,5853 ,60,119
Q,전기/전자,코스텍시스,355150,927 ,50,124
Q,제약,코아스템켐온,166480,915 ,67,120
Q,전기/전자,코아시아,045970,993 ,74,124
Q,의료/정밀기기,코아시아씨엠,196450,313 ,58,125
Q,IT 서비스,코어라인소프트,384470,770 ,76,129
Q,,코엔텍,029960,4343 ,13,101
Q,제약,코오롱생명과학,102940,3826 ,55,120
Q,,코오롱티슈진,950160,30070 ,32,101
Q,유통,코웰패션,033290,1252 ,24,108
Q,전기/전자,코위버,056360,556 ,64,124
Q,기계/장비,코윈테크,282880,1389 ,76,123
Q,화학,코이즈,121850,305 ,73,119
Q,전기/전자,코츠테크놀로지,448710,1210 ,53,124
Q,전기/전자,코칩,126730,1051 ,27,124
Q,전기/전자,코콤,015710,763 ,35,124
Q,전기/전자,코텍,052330,1615 ,31,124
Q,오락/문화,코퍼스코리아,322780,421 ,41,141
Q,제약,콜마비앤에이치,200130,4295 ,42,120
Q,IT 서비스,쿠콘,294570,3220 ,66,129
Q,의료/정밀기기,퀀타매트릭스,317690,614 ,64,125
Q,,퀀텀온,227100,148 ,65,101
Q,전기/전자,퀄리타스반도체,432720,2015 ,58,124
Q,일반서비스,큐라클,365270,706 ,86,103
Q,일반서비스,큐라티스,348080,763 ,52,103
Q,유통,큐렉소,060280,4023 ,69,108
Q,일반서비스,큐로셀,372320,4397 ,65,103
Q,유통,큐로홀딩스,051780,213 ,40,108
Q,일반서비스,큐리언트,115180,3470 ,80,103
Q,의료/정밀기기,큐리옥스바이오시스템즈,445680,5781 ,69,125
Q,오락/문화,큐브엔터,182360,2660 ,39,141
Q,일반서비스,큐알티,405100,1582 ,35,103
Q,전기/전자,큐에스아이,066310,723 ,66,124
Q,금융,큐캐피탈,016600,503 ,58,111
Q,IT 서비스,크라우드웍스,355390,883 ,73,129
Q,일반서비스,크레버스,096240,1586 ,51,103
Q,IT 서비스,크레오에스지,040350,1117 ,58,129
Q,섬유/의류,크리스에프앤씨,110790,1132 ,47,116
Q,,크리스탈신소재,900250,1225 ,81,101
Q,기계/장비,크린앤사이언스,045520,293 ,61,123
Q,의료/정밀기기,클래시스,214150,39303 ,32,125
Q,IT 서비스,클로봇,466100,4299 ,66,129
Q,화학,클리오,237880,2969 ,35,119
Q,IT 서비스,키네마스터,139670,389 ,67,129
Q,전기/전자,키스트론,475430,1205 ,36,124
Q,금융,키움제10호스팩,487720,89 ,85,111
Q,금융,키움제11호스팩,489480,139 ,75,111
Q,금융,키움제8호스팩,446840,127 ,91,111
Q,오락/문화,키이스트,054780,819 ,66,141
Q,기계/장비,킵스파마,256940,2907 ,74,123
Q,전기/전자,타이거일렉,219130,804 ,56,124
Q,전기/전자,탑런토탈솔루션,336680,931 ,25,124
Q,전기/전자,탑머티리얼,360070,1946 ,39,124
Q,기계/장비,탑엔지니어링,065130,628 ,62,123
Q,IT 서비스,탑코미디어,134580,894 ,28,129
Q,금속,태광,023160,5923 ,52,122
Q,기계/장비,태성,323280,8540 ,62,123
Q,금속,태양,053620,585 ,30,122
Q,금속,태웅,044490,6182 ,46,122
Q,운송/창고,태웅로직스,124560,1198 ,50,110
Q,제약,테고사이언스,191420,1490 ,56,120
Q,금속,테라사이언스,073640,696 ,85,122
Q,제약,테라젠이텍스,066700,1126 ,84,120
Q,기계/장비,테스,095610,4823 ,59,123
Q,전기/전자,테크엘,064520,463 ,44,124
Q,기계/장비,테크윙,089030,12196 ,82,123
Q,전기/전자,텔레칩스,054450,2079 ,66,124
Q,제약,텔콘RF제약,200230,488 ,76,120
Q,IT 서비스,토마토시스템,393210,1052 ,65,129
Q,의료/정밀기기,토모큐브,475960,3260 ,55,125
Q,유통,토박스코리아,215480,222 ,77,108
Q,전기/전자,토비스,051360,2349 ,75,124
Q,IT 서비스,토탈소프트,045340,549 ,69,129
Q,기계/장비,톱텍,108230,1618 ,53,123
Q,IT 서비스,투비소프트,079970,68 ,72,129
Q,일반서비스,툴젠,199800,2532 ,78,103
Q,전기/전자,트루엔,417790,1046 ,53,124
Q,IT 서비스,트윔,290090,585 ,27,129
Q,건설,특수건설,026150,1376 ,72,107
Q,제약,티디에스팜,464280,658 ,49,120
Q,기계/장비,티로보틱스,117730,2169 ,77,123
Q,오락/문화,티비씨,033830,719 ,60,141
Q,IT 서비스,티사이언티픽,057680,878 ,67,129
Q,IT 서비스,티쓰리,204610,1248 ,55,129
Q,전기/전자,티씨머티리얼즈,125020,1917 ,33,124
Q,비금속,티씨케이,064760,11663 ,47,121
Q,제약,티앤알바이오팹,246710,1123 ,73,120
Q,제약,티앤엘,340570,5072 ,56,120
Q,기계/장비,티에스넥스젠,043220,272 ,92,123
Q,기계/장비,티에스아이,277880,1065 ,60,123
Q,의료/정밀기기,티에스이,131290,4414 ,36,125
Q,전기/전자,티에프이,425420,2868 ,32,124
Q,기계/장비,티엑스알로보틱스,484810,2503 ,25,123
Q,오락/문화,티엔엔터테인먼트,131100,442 ,41,141
Q,전기/전자,티엘비,356860,1996 ,67,124
Q,일반서비스,티움바이오,321550,1489 ,61,103
Q,화학,티이엠씨,425040,1365 ,65,119
Q,기계/장비,티이엠씨씨엔에스,241790,625 ,63,123
Q,화학,티케이케미칼,104480,1528 ,51,119
Q,금속,티플랙스,081150,781 ,68,122
Q,운송장비/부품,티피씨글로벌,130740,205 ,61,126
Q,전기/전자,팅크웨어,084730,1025 ,51,124
Q,전기/전자,파두,440110,5274 ,73,124
Q,기계/장비,파라텍,033540,543 ,89,123
Q,일반서비스,파로스아이바이오,388870,871 ,67,103
Q,전기/전자,파루,043200,704 ,74,124
Q,제약,파마리서치,214450,45559 ,63,120
Q,제약,파멥신,208340,2338 ,32,120
Q,전기/전자,파버나인,177830,405 ,57,124
Q,전기/전자,파세코,037070,1400 ,28,124
Q,IT 서비스,파수,150900,585 ,76,129
Q,전기/전자,파워넷,037030,564 ,60,124
Q,전기/전자,파워로직스,047310,1779 ,64,124
Q,의료/정밀기기,파이버프로,368770,2306 ,50,125
Q,전기/전자,파이오링크,170790,527 ,56,124
Q,전기/전자,파인디앤씨,049120,493 ,42,124
Q,전기/전자,파인디지털,038950,341 ,50,124
Q,의료/정밀기기,파인메딕스,387570,427 ,60,125
Q,전기/전자,파인엠텍,441270,1920 ,65,124
Q,전기/전자,파인테크닉스,106240,187 ,69,124
Q,기계/장비,파인텍,131760,344 ,92,123
Q,화학,파커스,065690,150 ,51,119
Q,의료/정밀기기,파크시스템스,140860,18908 ,66,125
Q,전기/전자,파트론,091700,3637 ,61,124
Q,오락/문화,판타지오,032800,275 ,80,141
Q,음식료/담배,팜스빌,318010,302 ,32,115
Q,음식료/담배,팜스토리,027710,1464 ,52,115
Q,섬유/의류,패션플랫폼,225590,262 ,56,116
Q,기계/장비,팬스타엔터프라이즈,054300,744 ,52,123
Q,오락/문화,팬엔터테인먼트,068050,623 ,61,141
Q,제약,팬젠,222110,864 ,59,120
Q,기계/장비,팸텍,271830,479 ,46,123
Q,IT 서비스,펄어비스,263750,25089 ,58,129
Q,화학,펌텍코리아,251970,7043 ,39,119
Q,기계/장비,펨트론,168360,2403 ,53,123
Q,제약,펩트론,087010,43380 ,91,120
Q,유통,포니링크,064800,1738 ,73,108
Q,금속,포메탈,119500,389 ,64,122
Q,오락/문화,포바이포,389140,2017 ,73,141
Q,기계/장비,포스뱅크,105760,705 ,67,123
Q,금속,포스코엠텍,009520,4847 ,49,122
Q,IT 서비스,포시에스,189690,634 ,45,129
Q,전기/전자,포인트모바일,318020,550 ,56,124
Q,금속,포인트엔지니어링,256630,677 ,49,122
Q,전기/전자,포커스에이아이,331380,349 ,62,124
Q,전기/전자,포톤,208710,312 ,58,124
Q,유통,폰드그룹,472850,2992 ,23,108
Q,IT 서비스,폴라리스AI,039980,2028 ,56,129
Q,제약,폴라리스AI파마,041910,1084 ,68,120
Q,운송장비/부품,폴라리스세원,234100,704 ,63,126
Q,IT 서비스,폴라리스오피스,041020,2844 ,71,129
Q,화학,폴라리스우노,114630,460 ,63,119
Q,유통,푸드나무,290720,511 ,29,108
Q,음식료/담배,푸드웰,005670,547 ,48,115
Q,전기/전자,푸른기술,094940,747 ,74,124
Q,,푸른소나무,057880,2161 ,48,101
Q,금융,푸른저축은행,007330,1392 ,14,111
Q,금속,풍강,093380,266 ,66,122
Q,음식료/담배,풍국주정,023900,1181 ,32,115
Q,전기/전자,풍원정밀,371950,2230 ,23,124
Q,의료/정밀기기,퓨런티어,370090,1515 ,69,125
Q,화학,퓨릿,445180,989 ,49,119
Q,전기/전자,퓨처코어,151910,1216 ,62,124
Q,제약,퓨쳐켐,220100,3581 ,85,120
Q,화학,프럼파스트,035200,352 ,58,119
Q,제약,프레스티지바이오로직스,334970,2841 ,39,120
Q,전기/전자,프로이천,321260,615 ,38,124
Q,기계/장비,프로텍,053610,2701 ,51,123
Q,의료/정밀기기,프로티아,303360,420 ,57,125
Q,음식료/담배,프롬바이오,377220,638 ,59,115
Q,의료/정밀기기,프리시젼바이오,335810,302 ,70,125
Q,전기/전자,프리엠스,053160,537 ,57,124
Q,의료/정밀기기,플라즈맵,405000,348 ,36,125
Q,건설,플래스크,041590,1161 ,69,107
Q,IT 서비스,플래티어,367000,363 ,55,129
Q,IT 서비스,플랜티넷,075130,514 ,70,129
Q,일반서비스,플레이디,237820,661 ,25,103
Q,IT 서비스,플레이위드,023770,265 ,69,129
Q,금융,플루토스,019570,211 ,66,111
Q,IT 서비스,플리토,300080,1474 ,68,129
Q,전기/전자,피노,033790,1060 ,69,124
Q,전기/전자,피델릭스,032580,404 ,69,124
Q,유통,피씨디렉트,051380,370 ,79,108
Q,제약,피씨엘,241820,179 ,72,120
Q,기계/장비,피아이이,452450,2970 ,49,123
Q,전기/전자,피앤씨테크,237750,295 ,67,124
Q,의료/정밀기기,피앤에스미캐닉스,460940,829 ,66,125
Q,기계/장비,피에스케이,319660,5591 ,67,123
Q,기계/장비,피에스케이홀딩스,031980,7601 ,32,123
Q,의료/정밀기기,피에스텍,002230,810 ,31,125
Q,운송장비/부품,피에이치에이,043370,2258 ,38,126
Q,화학,피엔에이치테크,239890,514 ,63,119
Q,일반서비스,피엔케이피부임상연구센타,347740,891 ,36,103
Q,기계/장비,피엔티,137400,7420 ,80,123
Q,기계/장비,피엔티엠에스,257370,348 ,59,123
Q,의료/정밀기기,피엠티,147760,278 ,55,125
Q,금속,피제이메탈,128660,761 ,35,122
Q,의료/정밀기기,피제이전자,006140,945 ,29,125
Q,기타제조,피코그램,376180,518 ,40,127
Q,제약,피플바이오,304840,538 ,85,120
Q,전기/전자,픽셀플러스,087600,587 ,47,124
Q,IT 서비스,핀텔,291810,247 ,52,129
Q,기계/장비,필에너지,378340,2798 ,55,123
Q,기계/장비,필옵틱스,161580,9532 ,73,123
Q,전기/전자,핌스,347770,378 ,60,124
Q,IT 서비스,핑거,163730,1226 ,66,129
Q,IT 서비스,핑거스토리,417180,464 ,58,129
Q,금융,하나26호스팩,446750,127 ,91,111
Q,금융,하나27호스팩,448370,119 ,94,111
Q,금융,하나28호스팩,454750,147 ,90,111
Q,금융,하나29호스팩,454640,113 ,90,111
Q,금융,하나30호스팩,469880,150 ,95,111
Q,금융,하나31호스팩,469900,116 ,92,111
Q,금융,하나32호스팩,475240,68 ,93,111
Q,금융,하나33호스팩,475250,80 ,94,111
Q,금융,하나34호스팩,484130,94 ,88,111
Q,기계/장비,하나기술,299030,1771 ,70,123
Q,전기/전자,하나마이크론,067310,7648 ,73,124
Q,전기/전자,하나머티리얼즈,166090,4935 ,53,124
Q,음식료/담배,하림,136480,3346 ,41,115
Q,금융,하림지주,003380,10361 ,38,111
Q,제약,하스,450330,695 ,37,120
Q,금속,하이드로리튬,101670,799 ,87,122
Q,전기/전자,하이딥,365590,978 ,51,124
Q,의료/정밀기기,하이로닉,149980,946 ,32,125
Q,금속,하이록코리아,013030,3713 ,58,122
Q,의료/정밀기기,하이비젼시스템,126700,2208 ,67,125
Q,금융,하이제8호스팩,450050,105 ,90,111
Q,전기/전자,하이젠알앤엠,160190,11120 ,15,124
Q,운송장비/부품,하이즈항공,221840,337 ,55,126
Q,제약,하이텍팜,106190,1395 ,52,120
Q,유통,하이퍼코퍼레이션,065650,244 ,56,108
Q,전기/전자,하츠,066130,660 ,47,124
Q,유통,한국가구,004590,774 ,44,108
Q,오락/문화,한국경제TV,039340,1258 ,26,141
Q,일반서비스,한국기업평가,034950,4622 ,23,103
Q,음식료/담배,한국맥널티,222980,418 ,42,115
Q,제약,한국비엔씨,256840,3652 ,79,120
Q,의료/정밀기기,한국비티비,219750,813 ,19,125
Q,금속,한국선재,025550,975 ,53,122
Q,화학,한국알콜,017890,2102 ,54,119
Q,제약,한국유니온제약,080720,216 ,68,120
Q,IT 서비스,한국전자인증,041460,777 ,81,129
Q,기계/장비,한국정밀기계,101680,208 ,46,123
Q,유통,한국정보공학,039740,229 ,51,108
Q,IT 서비스,한국정보인증,053300,3641 ,38,129
Q,통신,한국정보통신,025770,3078 ,11,128
Q,금융,한국제12호스팩,458610,91 ,95,111
Q,금융,한국제13호스팩,464440,93 ,93,111
Q,금융,한국제15호스팩,479880,147 ,95,111
Q,전기/전자,한국첨단소재,062970,821 ,84,124
Q,금융,한국캐피탈,023760,2304 ,18,111
Q,전기/전자,한국컴퓨터,054040,796 ,40,124
Q,화학,한국큐빅,021650,400 ,53,119
Q,제약,한국파마,032300,1665 ,30,120
Q,종이/목재,한국팩키지,037230,590 ,28,117
Q,운송장비/부품,한국피아이엠,448900,915 ,43,126
Q,IT 서비스,한글과컴퓨터,030520,6807 ,63,129
Q,통신,한네트,052600,538 ,54,128
Q,기계/장비,한독크린텍,256150,520 ,50,123
Q,운송장비/부품,한라IMS,092460,1663 ,39,126
Q,기계/장비,한빛레이저,452190,1266 ,56,123
Q,IT 서비스,한빛소프트,047080,352 ,67,129
Q,금속,한선엔지니어링,452280,1278 ,30,122
Q,일반서비스,한성크린텍,066980,761 ,58,103
Q,기계/장비,한솔아이원스,114810,2605 ,60,123
Q,IT 서비스,한솔인티큐브,070590,263 ,56,129
Q,기계/장비,한송네오텍,226440,26 ,74,123
Q,제약,한스바이오메드,042520,1319 ,72,120
Q,IT 서비스,한싹,430690,582 ,41,129
Q,전기/전자,한양디지텍,078350,1425 ,41,124
Q,일반서비스,한양이엔지,045100,3182 ,45,103
Q,기계/장비,한울반도체,320000,932 ,73,123
Q,전기/전자,한울소재과학,091440,840 ,65,124
Q,음식료/담배,한울앤제주,276730,368 ,75,115
Q,운송장비/부품,한일단조,024740,845 ,66,126
Q,음식료/담배,한일사료,005860,1541 ,56,115
Q,화학,한일화학,007770,347 ,34,119
Q,금속,한주라이트메탈,198940,309 ,72,122
Q,오락/문화,한주에이알티,058450,156 ,75,141
Q,전기/전자,한중엔시에스,107640,2224 ,63,124
Q,금속,한창산업,079170,410 ,46,122
Q,IT 서비스,한컴위드,054920,917 ,58,129
Q,화학,한켐,457370,673 ,55,119
Q,음식료/담배,한탑,002680,261 ,56,115
Q,기계/장비,한텍,098070,4243 ,30,123
Q,금융,한화플러스제4호스팩,455310,104 ,95,111
Q,금융,한화플러스제5호스팩,498390,100 ,95,111
Q,금융,해성산업,034810,2458 ,36,111
Q,금융,해성산업1우,03481K,107 ,,111
Q,금속,해성에어로보틱스,059270,645 ,66,122
Q,의료/정밀기기,해성옵틱스,076610,174 ,74,125
Q,IT 서비스,핸디소프트,220180,498 ,52,129
Q,,헝셩그룹,900270,421 ,62,101
Q,IT 서비스,헥토이노베이션,214180,1882 ,61,129
Q,IT 서비스,헥토파이낸셜,234340,2217 ,48,129
Q,일반서비스,헬릭스미스,084990,1348 ,81,103
Q,일반서비스,현대ADM,187660,646 ,61,103
Q,운송장비/부품,현대공업,170030,881 ,46,126
Q,기계/장비,현대무벡스,319400,4832 ,41,123
Q,화학,현대바이오,048410,4922 ,87,119
Q,화학,현대바이오랜드,052260,1527 ,65,119
Q,음식료/담배,현대사료,016790,1873 ,59,115
Q,기계/장비,현대에버다임,041440,1426 ,53,123
Q,전기/전자,현대에이치티,039010,649 ,51,124
Q,IT 서비스,현대이지웰,090850,1544 ,48,129
Q,운송장비/부품,현대힘스,460930,7262 ,43,126
Q,전기/전자,현우산업,092300,515 ,65,124
Q,기계/장비,협진,138360,350 ,53,123
Q,섬유/의류,형지I&C,011080,402 ,85,116
Q,유통,형지글로벌,308100,297 ,62,108
Q,유통,홈센타홀딩스,060560,1025 ,44,108
Q,유통,홈캐스트,64240,897,83,108
Q,기계/장비,화성밸브,39610,1124,54,123
Q,운송장비/부품,화신정공,126640,473,62,126
Q,전기/전자,화인써키트,127980,719,16,124
Q,제약,화일약품,61250,1036,55,120
Q,화학,효성오앤비,97870,621,49,119
Q,IT 서비스,휴네시온,290270,351,48,129
Q,음식료/담배,휴럼,353190,284,62,115
Q,기계/장비,휴림로봇,90710,2332,89,123
Q,운송장비/부품,휴림에이텍,78590,305,60,126
Q,제약,휴마시스,205470,2012,72,120
Q,전기/전자,휴맥스,115160,492,62,124
Q,IT 서비스,휴맥스홀딩스,28080,276,50,129
Q,전기/전자,휴먼테크놀로지,175140,1426,70,124
Q,제약,휴메딕스,200670,6143,54,120
Q,의료/정밀기기,휴비츠,65510,955,63,125
Q,기타제조,휴엠앤씨,263920,445,37,127
Q,제약,휴온스,243070,3390,52,120
Q,제약,휴온스글로벌,84110,6312,39,120
Q,제약,휴젤,145020,43802,45,120
Q,유통,흥구석유,24060,2394,64,108
Q,기계/장비,흥국,10240,663,39,123
Q,음식료/담배,흥국에프엔비,189980,781,45,115
Q,일반서비스,희림,37440,743,72,103
Q,기계/장비,힘스,238490,386,65,123
